id,name,rating,tags,price_level,latitude,longitude,category_id,start_time,end_time,address,seller_id,icon_url
250,Crowne Plaza Times Square Manhattan,3.0,,3,40.7607672777506,-73.9849139987589,3,00:00,24:00,"1605 Broadway, New York, NY 10019",25,https://s3-media2.fl.yelpcdn.com/bphoto/sjVzQ5XkPtzyZRADa_gZeA/o.jpg
251,Rosie's,4.0,,2,40.72492,-73.99079,2,16:00,24:00,"29 E 2nd St, New York, NY 10003",11,https://s3-media1.fl.yelpcdn.com/bphoto/C5Mf9gLWxbTiTzmOp2B2YQ/o.jpg
252,Corona Hotel,1.0,,1,40.752491,-73.8537979,3,12:00,18:00,"112-23 Roosevelt Ave, Corona, NY 11368",21,https://s3-media2.fl.yelpcdn.com/bphoto/oRZIIlsWDFhPNaoL3wZicQ/o.jpg
253,Wild Orchids Of Westchester,4.0,,3,40.956456,-73.811706,5,10:00,17:00,"29 1/2 Mill Rd, Eastchester, NY 10709",18,https://s3-media1.fl.yelpcdn.com/bphoto/ORU_GLAg6TKy0DYHNjG_8A/o.jpg
254,El Jeffe,4.5,"pickup, delivery",2,40.6801601,-73.9419752,2,11:00,22:00,"1483 Fulton St, Brooklyn, NY 11216",17,https://s3-media4.fl.yelpcdn.com/bphoto/hJlnefUcbPP_fKj7atN8kQ/o.jpg
255,Rigas Floral Creations by Dennis,3.5,,2,40.685662,-73.827143,5,09:00,19:00,"115-16 Liberty Ave, South Richmond Hill, NY 11419",13,https://s3-media1.fl.yelpcdn.com/bphoto/kVOn00JFlZI-iSiQybwoLQ/o.jpg
256,Hampton Inn Manhattan-Chelsea,4.0,,2,40.74369,-73.99306,3,00:00,24:00,"108 W 24th St, New York, NY 10011",19,https://s3-media2.fl.yelpcdn.com/bphoto/ckkPmcn6noDYDFYRXBvzWg/o.jpg
257,Calaca,4.5,,2,40.6834,-73.95655,2,17:00,22:00,"139 Putnam Ave, Bedford-Stuyvesant, NY 11238",3,https://s3-media4.fl.yelpcdn.com/bphoto/a18Gq4RO4pGtNznHpU39CQ/o.jpg
258,Bartlett's Greenhouses & Florist,5.0,,3,40.8575019836426,-74.1904067993164,5,09:00,18:30,"814 Grove St, Clifton, NJ 07013",19,https://s3-media3.fl.yelpcdn.com/bphoto/CCpiZQ0ZfwICSEgYy4ilqw/o.jpg
259,Dragonetti Florist & Garden Center,3.0,,2,40.631284,-73.918137,5,08:00,20:00,"1875 Ralph Ave, Brooklyn, NY 11234",25,https://s3-media4.fl.yelpcdn.com/bphoto/jgPyvWNPJgjrvFPrYPC1wA/o.jpg
260,Cecconi's Dumbo,3.5,,3,40.7033063330116,-73.9916549604523,2,11:30,22:30,"55 Water St, Brooklyn, NY 11201",20,https://s3-media1.fl.yelpcdn.com/bphoto/IBLvIwCEjW-CiJUc6fo5Ng/o.jpg
261,Riff Chelsea,2.0,,2,40.7497079,-73.9956918,3,00:00,24:00,"300 W 30th St, New York, NY 10001",15,https://s3-media3.fl.yelpcdn.com/bphoto/w3l0Q2uHrGUgUIUU7RT8Qg/o.jpg
262,Hyatt Place New York/ Yonkers,3.5,,2,40.9278885,-73.8531832,3,00:00,24:00,"7000 Mall Walk, Yonkers, NY 10704",14,https://s3-media2.fl.yelpcdn.com/bphoto/DNb8_UbRky7CkdZkU5v3EQ/o.jpg
263,Floral Heights,4.5,,2,40.691112,-73.996574,5,10:00,18:30,"107 Atlantic Ave, Brooklyn, NY 11201",22,https://s3-media2.fl.yelpcdn.com/bphoto/CQlFbJGhdA7MLnKo2eRFfw/o.jpg
264,Root & Bone,4.0,"delivery, pickup",2,40.72272,-73.98334,2,17:00,22:00,"200 E 3rd St, New York, NY 10009",16,https://s3-media1.fl.yelpcdn.com/bphoto/MJeXU04vywbTiYj4JcT_GQ/o.jpg
265,The Horticultural Society of New York,4.0,,2,40.75263,-73.98887,1,10:00,18:00,"148 W 37th St, 13 Fl, Manhattan, NY 10018",20,https://s3-media2.fl.yelpcdn.com/bphoto/bxn-3ENZGlCi1gK9BJS8Pg/o.jpg
266,Fairfield Inn & Suites New York Manhattan/Downtown East,4.0,,2,40.7134506117767,-73.9929011464119,3,00:00,24:00,"95 Henry St, New York, NY 10002",22,https://s3-media1.fl.yelpcdn.com/bphoto/BDgf5vIx-pl1AKR1oCZ6bw/o.jpg
267,Holiday Inn Express Bronx NYC - Stadium Area,2.0,,3,40.81796,-73.93005,3,00:00,24:00,"500 Exterior St, Bronx, NY 10451",7,https://s3-media2.fl.yelpcdn.com/bphoto/Z40FGctAfxWtiUey4tqeUw/o.jpg
268,OYO Times Square,2.5,,2,40.7589801,-73.9838159,3,00:00,24:00,"157 West 47th Street, New York, NY 10036",17,https://s3-media2.fl.yelpcdn.com/bphoto/rRCTbw-RtzAKXtSNQXxiEg/o.jpg
269,Comfort Inn,3.0,,2,40.583929,-73.932409,3,00:00,24:00,"3218 Emmons Ave, Brooklyn, NY 11235",25,https://s3-media3.fl.yelpcdn.com/bphoto/IB4wtUERpUouN3go1UF46A/o.jpg
270,Love U Flowers,5.0,,2,40.7876988,-73.7270325,5,09:00,18:00,"3 Bond St, Great Neck, NY 11021",17,https://s3-media2.fl.yelpcdn.com/bphoto/PQvHeRR4Z9DLDMfsHg65Hg/o.jpg
271,La Quinta by Wyndham Secaucus Meadowlands,2.5,,2,40.789931,-74.049777,3,00:00,24:00,"350 Lighting Way, Secaucus, NJ 07094",3,https://s3-media2.fl.yelpcdn.com/bphoto/zjPkyEX3bFuAywxF_9Z54w/o.jpg
272,Sakagura,4.0,,3,40.7516467024541,-73.9729489318165,2,11:30,22:45,"211 E 43rd St, New York, NY 10017",9,https://s3-media4.fl.yelpcdn.com/bphoto/f-Z182ojMUKsP9qamFfXRQ/o.jpg
273,The Parc Hotel,3.0,,2,40.7585112099963,-73.8346293748341,3,00:00,24:00,"3916 College Point Blvd, Flushing, NY 11354",22,https://s3-media2.fl.yelpcdn.com/bphoto/gMELTM7SGM4mHI5BoTN-1g/o.jpg
274,Homewood Suites by Hilton Edgewater-NYC Area,3.5,,2,40.8068508493117,-73.9899251662704,3,00:00,24:00,"10 The Promenade, Edgewater, NJ 07020",2,https://s3-media2.fl.yelpcdn.com/bphoto/lUp3VhS0v2HvJgiY8hojjw/o.jpg
275,Boutros,4.5,"delivery, pickup",3,40.6901481293837,-73.9935445412993,2,17:30,23:30,"185 Atlantic Ave, Brooklyn, NY 11201",24,https://s3-media1.fl.yelpcdn.com/bphoto/4EBj2mVVTlEU-7GoDeZq5w/o.jpg
276,The Fleur Connect,5.0,,2,40.8324731687096,-73.8646593150608,5,08:00,19:00,"1839 Westchester Ave, Bronx, NY 10472",5,https://s3-media2.fl.yelpcdn.com/bphoto/-DcJafkQt8d12zUr2YfOrQ/o.jpg
277,JR Floral Design,5.0,,2,40.7845263,-74.0228235,5,07:00,19:00,"5114 Kennedy Blvd W, West New York, NJ 07093",6,https://s3-media1.fl.yelpcdn.com/bphoto/bBhtEcHbuMq-r4opDpSbSg/o.jpg
278,Lee's Florist,3.5,,2,40.7770573366179,-74.1415903527612,5,09:00,17:00,"740 Kearny Ave., Kearny, NJ 07032",1,https://s3-media1.fl.yelpcdn.com/bphoto/XWHkotzdIqXH9Ys_wLbGdw/o.jpg
279,Sunshine Florist,4.0,,2,40.75515,-73.96489,5,10:00,19:00,"946 First Ave, New York, NY 10022",25,https://s3-media3.fl.yelpcdn.com/bphoto/crKcQ4cSScIxkkM-eXVHAw/o.jpg
280,Fairfield Inn & Suites New York Manhattan/Fifth Avenue,3.5,,2,40.751178,-73.984571,3,00:00,24:00,"21 West 37th St, New York, NY 10018",2,https://s3-media3.fl.yelpcdn.com/bphoto/yQDZ3XMR08ItogdiSNwcAQ/o.jpg
281,Allerton Flowers,1.0,,2,40.86562,-73.86567,5,08:00,20:00,"743 Allerton Ave, Bronx, NY 10467",1,/static/image/shopcover/default.jpg
282,Grand Hyatt New York,3.0,,3,40.7524737471375,-73.9760975789226,3,00:00,24:00,"109 E 42nd St, Grand Central Terminal, New York, NY 10017",11,https://s3-media2.fl.yelpcdn.com/bphoto/v-CRfS29TPeM9didO4T71w/o.jpg
283,Days Inn by Wyndham Ridgefield NJ,1.5,,3,40.8445328,-74.0097339,3,09:00,17:00,"1085 US Highway 46 West, Ridgefield, NJ 07657",1,https://s3-media2.fl.yelpcdn.com/bphoto/1HKzPTXKZfMBWELBMjC7eQ/o.jpg
284,Edelweiss Floral Atelier,4.5,,2,40.6882612674778,-73.993284702301,5,10:00,20:00,"164 Ct St, New York, NY 11201",3,https://s3-media1.fl.yelpcdn.com/bphoto/8f2AdmhCQG9Llqzz5s6_pQ/o.jpg
285,European Petals,4.0,,3,41.0115509,-74.1638544,5,09:00,18:00,"375 Franklin Ave, Wyckoff, NJ 07481",10,https://s3-media3.fl.yelpcdn.com/bphoto/7TtTCKXiN0EOFUObw6lg7Q/o.jpg
286,Hudson River Flowers,4.5,,3,40.734775,-74.006408,5,09:00,17:00,"541 Hudson St, New York, NY 10014",6,https://s3-media3.fl.yelpcdn.com/bphoto/Oe0SqYDi7foAYXVKkq_h2A/o.jpg
287,"Club Quarters Hotel, Times Square - Midtown",3.0,,2,40.756031,-73.981338,3,00:00,24:00,"40 W 45th St, New York, NY 10036",22,https://s3-media2.fl.yelpcdn.com/bphoto/fFYdBFOPLn029RLIAtYUlw/o.jpg
288,Equinox East 54th Street,3.0,,3,40.7572461520694,-73.9669361565129,4,05:30,23:00,"250 E 54th St, New York, NY 10022",22,https://s3-media2.fl.yelpcdn.com/bphoto/ph6tRO5dZB6BelbUI2Dlew/o.jpg
289,MáLà Project,4.0,"delivery, pickup",2,40.72713,-73.98542,2,11:30,22:00,"122 1st Ave, New York, NY 10009",3,https://s3-media4.fl.yelpcdn.com/bphoto/PFR2C4TiLBTUcMUpznUXlg/o.jpg
290,Bustan,4.0,"delivery, pickup",2,40.7859082,-73.9759551,2,17:00,22:00,"487 Amsterdam Ave, New York, NY 10024",7,https://s3-media2.fl.yelpcdn.com/bphoto/4i6dByvhq6WZWYJhCZZpyw/o.jpg
291,Best Western Bowery Hanbee Hotel,4.0,,2,40.718445566115,-73.9951984812936,3,00:00,24:00,"231 Grand St, New York, NY 10013",6,https://s3-media2.fl.yelpcdn.com/bphoto/N7cbh183c-PpCq90mg7VWA/o.jpg
292,212SUITES,1.0,,3,40.75073,-73.98312,3,12:00,18:00,"420 5th Ave, New York, NY 10018",20,/static/image/shopcover/default.jpg
293,Holiday Inn Totowa Wayne,1.5,,2,40.891581,-74.220876,3,00:00,24:00,"Holiday Plaza, Totowa, NJ 07512",8,https://s3-media3.fl.yelpcdn.com/bphoto/jwkf1ZhOOjH9v42b2PCYIQ/o.jpg
294,Shu Jiao Fu Zhou Cuisine Restaurant,4.5,pickup,1,40.7184290357839,-73.9916928979573,2,09:30,21:30,"118 Eldridge St, New York, NY 10002",22,https://s3-media2.fl.yelpcdn.com/bphoto/EV10p_mweh7C1qjrLUJePw/o.jpg
295,Aita,4.0,,2,40.686412,-73.966629,2,11:00,22:30,"132 Greene Ave, Brooklyn, NY 11238",2,https://s3-media4.fl.yelpcdn.com/bphoto/A95Oe5S-38hh7POEswm8xg/o.jpg
296,Hotel Belleclaire,3.5,,2,40.782425,-73.9811603,3,00:00,24:00,"2175 Broadway, New York, NY 10024",16,https://s3-media1.fl.yelpcdn.com/bphoto/pbBdPBM-lE-jsJePCF2lhg/o.jpg
297,The Dead Poet,4.0,,2,40.78499,-73.97735,2,12:00,04:00,"450 Amsterdam Ave, New York, NY 10024",19,https://s3-media4.fl.yelpcdn.com/bphoto/fW9WcVHznuZMT-_x___jAg/o.jpg
298,Uptown Daniela's Flower Shop,4.5,,2,40.85014,-73.93662,5,08:00,20:00,"714 W 181st St, New York, NY 10033",9,https://s3-media2.fl.yelpcdn.com/bphoto/0pxpwoV9aNO_nqls0Z8vCw/o.jpg
299,Hampton Inn Manhattan/Times Square Central,4.0,,2,40.7556070717413,-73.9886632561684,3,00:00,24:00,"220 West 41st St, New York, NY 10036",10,https://s3-media1.fl.yelpcdn.com/bphoto/zKmx3D8zsyO4WX5gON4j6A/o.jpg
300,Brooklyn Ice House,4.5,,1,40.67919,-74.011099,2,12:00,04:00,"318 Van Brunt St, Brooklyn, NY 11231",2,https://s3-media1.fl.yelpcdn.com/bphoto/ZPgZWmntl0aSpqjyENwIIg/o.jpg
301,Tasty Pot,4.0,,2,40.63609,-74.01165,2,12:00,23:00,"715 61st St, Brooklyn, NY 11220",8,https://s3-media4.fl.yelpcdn.com/bphoto/dR4ptQSLef5gBqJu66mjHA/o.jpg
302,Locanda Vini e Olii,4.0,,3,40.685007,-73.962943,2,17:30,22:00,"129 Gates Ave, Brooklyn, NY 11238",22,https://s3-media2.fl.yelpcdn.com/bphoto/PRwLQNrR43PW1FU6l9ckow/o.jpg
303,La Lanterna Di Vittorio,4.0,,2,40.73069,-74.00015,2,10:00,02:00,"129 MacDougal St, New York, NY 10012",5,https://s3-media3.fl.yelpcdn.com/bphoto/fniemSih6k-Gy103nmNVxg/o.jpg
304,Vanessa's Dumpling House,4.0,"delivery, pickup",1,40.71839,-73.9917399,2,09:00,22:30,"118A Eldridge St, New York, NY 10002",2,https://s3-media4.fl.yelpcdn.com/bphoto/5wqmFK3xdGp62Q0YjBHk_Q/o.jpg
305,Ugly Kitchen,4.0,restaurant_reservation,2,40.7266856651479,-73.9862178981476,2,17:00,00:30,"103 1st Ave, New York, NY 10003",17,https://s3-media2.fl.yelpcdn.com/bphoto/zLVMNQCT7K4Cc1ntTGRlNw/o.jpg
306,Petals on Page Florist,2.5,,2,40.5168177,-74.2330848,5,09:30,18:00,"3O3C Page Ave, Staten Island, NY 10307",18,https://s3-media4.fl.yelpcdn.com/bphoto/y21bsaVM4vLsHjCfWFmFiA/o.jpg
307,Tropical Plants and Orchids,3.0,,2,40.746059,-73.991173,5,12:00,18:00,"106 W 28th St, New York, NY 10001",20,https://s3-media2.fl.yelpcdn.com/bphoto/Iy-_yaQwGJhDOfzsPDuDpA/o.jpg
308,ICHIRAN Midtown,4.0,,2,40.74839,-73.99062,2,09:00,00:30,"132 W 31st St, New York, NY 10001",14,https://s3-media1.fl.yelpcdn.com/bphoto/lpTb5snHTDdMIWaefa89UA/o.jpg
309,BeetleBug,4.0,,1,40.72752,-73.98304,5,12:00,18:00,"441 East 9th St, New York, NY 10009",8,https://s3-media1.fl.yelpcdn.com/bphoto/ggfANLIqVhuLsKFSrk7zoQ/o.jpg
310,The New York EDITION,4.0,,3,40.741367,-73.9873577288361,3,00:00,24:00,"5 Madison Ave, New York, NY 10010",15,https://s3-media3.fl.yelpcdn.com/bphoto/ONJoIHHwfkAsIK8pa9FdiA/o.jpg
311,Mimulo,5.0,,2,40.668491,-73.939728,5,10:00,17:00,"334 Albany Ave, Brooklyn, NY 11213",23,https://s3-media2.fl.yelpcdn.com/bphoto/GY-Znv1NO9cEaZwo9STPIw/o.jpg
312,In Flowers,4.5,,2,40.5858257,-73.9516218,5,12:00,18:00,"1703 Sheepshead Bay Rd, Brooklyn, NY 11235",6,https://s3-media4.fl.yelpcdn.com/bphoto/Yk5T2ilqZyXCUZMUC10tnA/o.jpg
313,Soba Totto,4.0,"delivery, pickup",2,40.75122,-73.97317,2,11:30,23:00,"211 E 43rd St, New York, NY 10017",13,https://s3-media2.fl.yelpcdn.com/bphoto/q_geDg94B0RPedwaEJIlpQ/o.jpg
314,One Mile House,4.0,"delivery, pickup",2,40.720394,-73.99321,2,15:00,04:00,"10 Delancey St, New York, NY 10002",12,https://s3-media2.fl.yelpcdn.com/bphoto/zN4cRIs6R8aV_gM32hypVQ/o.jpg
315,Dietch's Florist,3.5,,2,40.9235761176148,-74.1078121165676,5,09:30,20:00,"27-16 Broadway, Fair Lawn, NJ 07410",4,https://s3-media3.fl.yelpcdn.com/bphoto/xOJ5HZsHsCN0hCUtpaXc8A/o.jpg
316,Equinox Greenwich Avenue,3.5,,3,40.7377604557506,-74.0019833433726,4,05:30,23:00,"97 Greenwich Ave, New York, NY 10014",6,https://s3-media2.fl.yelpcdn.com/bphoto/TwfRuKz9QmNfZ-M0t0JNQA/o.jpg
317,The Boil,4.5,,2,40.71974,-73.99339,2,17:00,23:00,"139 Chrystie St, New York, NY 10002",25,https://s3-media3.fl.yelpcdn.com/bphoto/Y8Zgcd9DTKb_MGfjSBbh3g/o.jpg
318,Red Roof Inn Queens,2.5,,2,40.736868,-73.927924,3,12:00,18:00,"3805 Hunters Point Ave, Long Island City, NY 11101",11,https://s3-media4.fl.yelpcdn.com/bphoto/6jUAnZsCMALY7WPRsGF0FA/o.jpg
319,Renaissance Newark Airport Hotel,3.0,,2,40.683468,-74.194025,3,00:00,24:00,"1000 Spring St, Elizabeth, NJ 07201",10,https://s3-media1.fl.yelpcdn.com/bphoto/V4Bq1FxRKXlUnlq_8N_IKw/o.jpg
320,BarBacon Union Square,4.0,"pickup, restaurant_reservation, delivery",2,40.73324,-73.9896,2,11:30,01:00,"127 4th Ave, New York, NY 10003",22,https://s3-media1.fl.yelpcdn.com/bphoto/8of-u4f9PbnM3BXmIEZZ_w/o.jpg
321,Aaa Flowers,1.0,,2,40.7467883080244,-73.9727121591568,5,12:00,18:00,"333 E 38th St, New York, NY 10016",23,https://s3-media2.fl.yelpcdn.com/bphoto/XdnrCaVepL03fMVwkLX__g/o.jpg
322,Aunt Jake's,4.0,"restaurant_reservation, pickup, delivery",2,40.7186467,-73.9979241,2,11:00,22:00,"133 Mulberry St, New York, NY 10013",10,https://s3-media2.fl.yelpcdn.com/bphoto/hMhn_lnES3QWc4Gtihvr0A/o.jpg
323,Holiday Inn Express New York City Times Square,3.0,,2,40.7564,-73.99307,3,00:00,23:59,"343 W 39th St, New York, NY 10018",15,https://s3-media1.fl.yelpcdn.com/bphoto/KNp1jKTYIT8_K80Ru8lXHg/o.jpg
324,Adrienne's Pizzabar,4.0,"pickup, delivery",2,40.7043362,-74.0101733,2,11:30,23:00,"54 Stone St, New York, NY 10004",4,https://s3-media4.fl.yelpcdn.com/bphoto/MOG8wpqkeYQxDslq7ospLw/o.jpg
325,Equinox Park Avenue,3.5,,3,40.745872,-73.981491,4,05:30,23:00,"1 Park Ave, New York, NY 10016",17,https://s3-media2.fl.yelpcdn.com/bphoto/GMrGSvAiDr-vGwiS-rq1Gw/o.jpg
326,Hudson Florist,4.0,,2,40.7250568,-74.0688961,5,09:00,18:00,"741 A Bergen Ave, Jersey City, NJ 07306",9,https://s3-media2.fl.yelpcdn.com/bphoto/4FcAWQLzI7aATcKE09H3eg/o.jpg
327,AlMar,4.0,,2,40.702662,-73.989177,2,08:00,22:30,"111 Front St, Brooklyn, NY 11201",23,https://s3-media3.fl.yelpcdn.com/bphoto/_EoXWmBYT1-X--xHq0oUTw/o.jpg
328,Harbor Motor Inn,3.5,,1,40.593643,-73.997314,3,00:00,24:00,"1730 Shore Pkwy, Brooklyn, NY 11214",21,https://s3-media1.fl.yelpcdn.com/bphoto/L2s8nR0SxrbTJIcIpr-xWQ/o.jpg
329,Ootoya Greenwich Village,4.0,"delivery, restaurant_reservation, pickup",2,40.73316,-73.99273,2,11:30,21:30,"41 E 11th St, New York, NY 10003",24,https://s3-media2.fl.yelpcdn.com/bphoto/vSj9lAEfXhOIHIbXcmSq2Q/o.jpg
330,Local 92,4.0,"delivery, restaurant_reservation, pickup",2,40.726957,-73.9885354,2,12:00,24:00,"92 2nd Ave, New York, NY 10003",14,https://s3-media4.fl.yelpcdn.com/bphoto/MOXM-fj5G3im3S99EHa5tw/o.jpg
331,Marea,4.0,,4,40.7674213694566,-73.9810554368179,2,11:45,23:00,"240 Central Park S, New York, NY 10019",19,https://s3-media3.fl.yelpcdn.com/bphoto/-7_hUV0_zqVzsbqNOJ_iMA/o.jpg
332,Kew Motor Inn,3.0,,2,40.7169059,-73.8185608,3,00:00,24:00,"13901 Grand Central Pkwy, Jamaica, NY 11435",18,https://s3-media1.fl.yelpcdn.com/bphoto/H79u5yS6aQGyYqa7pLGOGg/o.jpg
333,Luke's Lobster Brooklyn Bridge Park,4.0,"delivery, pickup",2,40.70359,-73.99411,2,11:00,19:30,"11 Water St, Brooklyn, NY 11201",16,https://s3-media1.fl.yelpcdn.com/bphoto/hmq1cKYVpG8SkM0nIN2l9g/o.jpg
334,Renaissance Meadowlands Hotel,3.5,,2,40.8115035204802,-74.1040880978107,3,00:00,24:00,"801 Rutherford Ave, Rutherford, NJ 07070",21,https://s3-media2.fl.yelpcdn.com/bphoto/1gBb4axHovb2kyKmkD2IAA/o.jpg
335,Sweet Afton,4.0,,2,40.765352,-73.918983,2,15:00,04:00,"30-09 34th St, Astoria, NY 11103",8,https://s3-media1.fl.yelpcdn.com/bphoto/7qRjy07rSq9Q62H2jQKt3w/o.jpg
336,The Times Square EDITION,4.0,,3,40.7592,-73.9846,3,00:00,24:00,"20 Times Square, 701 7th Avenue at West 47th Street, New York, NY 10036",16,https://s3-media2.fl.yelpcdn.com/bphoto/opLIlepOpzTkD0nOex62SQ/o.jpg
337,Cherry Point,4.5,,2,40.7244954175426,-73.9511575076571,2,17:30,22:00,"664 Manhattan Ave, Brooklyn, NY 11222",14,https://s3-media4.fl.yelpcdn.com/bphoto/d7ob7ngPeQ7pvC1RGgJ9Yg/o.jpg
338,Il Buco,4.0,,3,40.72583,-73.99299,2,12:00,23:00,"47 Bond St, New York, NY 10012",3,https://s3-media1.fl.yelpcdn.com/bphoto/I8bLZfCFrU64BrhwxLk6ng/o.jpg
339,Malatesta Trattoria,4.0,,2,40.73285,-74.00847,2,17:30,23:30,"649 Washington St, New York, NY 10014",11,https://s3-media2.fl.yelpcdn.com/bphoto/-5A2WyQVd3xrzudn9JBLVA/o.jpg
340,Arlo NoMad,4.0,,2,40.746212,-73.9850458,3,00:00,24:00,"11 E 31st St, New York, NY 10016",3,https://s3-media4.fl.yelpcdn.com/bphoto/631xqxLYK8OgVoYP_H9xEg/o.jpg
341,Edible Arrangements,4.0,,2,40.6081647,-74.162349,5,08:00,19:00,"1652 Richmond Ave, Staten Island, NY 10314",11,https://s3-media2.fl.yelpcdn.com/bphoto/hqjCDPJEc1KPlxGQccug0w/o.jpg
342,Midtown Florist,3.5,,2,40.685221,-73.979871,5,08:00,19:00,"531 Atlantic Ave, Brooklyn, NY 11217",8,https://s3-media2.fl.yelpcdn.com/bphoto/pau20IWsPEe5TAl-Wm1-Zw/o.jpg
343,Queen Anna Florist,5.0,,1,40.602793,-73.753493,5,09:00,17:00,"1019 Beach 20th St, Far Rockaway, NY 11691",7,/static/image/shopcover/default.jpg
344,Van Cortlandt Motel,2.0,,1,40.902725,-73.896881,3,00:00,24:00,"6393 Broadway, Bronx, NY 10471",21,https://s3-media3.fl.yelpcdn.com/bphoto/8i9pMT8pQyoY5zFRhbUc5g/o.jpg
345,DeStefano's Steakhouse,4.5,restaurant_reservation,3,40.71503,-73.94767,2,17:00,21:30,"89 Conselyea St, Brooklyn, NY 11211",18,https://s3-media4.fl.yelpcdn.com/bphoto/Dd0v-Kqy6MNUS9ey3H6xfw/o.jpg
346,Bunna Cafe,4.5,"delivery, pickup",2,40.705042,-73.928078,2,12:00,23:00,"1084 Flushing Ave, Brooklyn, NY 11237",15,https://s3-media4.fl.yelpcdn.com/bphoto/jGKIcCZ2lx23kKX2YRug7g/o.jpg
347,The Maxwell New York City,3.0,,2,40.75604,-73.97228,3,00:00,24:00,"541 Lexington Ave, New York, NY 10022",2,https://s3-media2.fl.yelpcdn.com/bphoto/9kZzLi3_Znyo3eycJV5aQA/o.jpg
348,West New York Florist,5.0,,2,40.7886057,-74.0163153,5,09:00,19:00,"5922 Bergenline Ave, West New York, NJ 07093",20,https://s3-media2.fl.yelpcdn.com/bphoto/4uHZzmThEcsTSSvQjgBr1Q/o.jpg
349,Sheraton Lincoln Harbor Hotel,3.0,,2,40.758828,-74.023721,3,00:00,24:00,"500 Harbor Blvd, Weehawken, NJ 07086",9,https://s3-media2.fl.yelpcdn.com/bphoto/FxS2qRGPly3dr_Se7dqtog/o.jpg
350,Hilton New York Fashion District,3.5,,3,40.7455351,-73.993761,3,00:00,24:00,"152 W 26th St, New York, NY 10001",25,https://s3-media1.fl.yelpcdn.com/bphoto/REGjhKcJFkh-Ya9JNNSReQ/o.jpg
351,Courtyard By Marriot,3.5,,3,40.7539135,-73.9862723,3,12:00,18:00,"114 W 40th St, Times Square, New York, NY 10018",7,https://s3-media4.fl.yelpcdn.com/bphoto/CI9S8gXUXGsy-dy1u4Uj_A/o.jpg
352,Lovely Blooms Decorations,3.5,,2,40.7128464,-73.8798692,5,09:00,20:00,"72-51 Metropolitan Ave, Middle Village, NY 11379",9,https://s3-media2.fl.yelpcdn.com/bphoto/BiGC4c2C1MaNEXoX2syoMw/o.jpg
353,Holiday Inn Express New York City-Wall Street,3.0,,2,40.70559,-74.00723,3,00:00,24:00,"126 Water St, New York, NY 10005",24,https://s3-media1.fl.yelpcdn.com/bphoto/GhuGOFI2uCckWIm1TWJ8Sw/o.jpg
354,Oxomoco,4.0,,3,40.7299099,-73.95548,2,12:00,22:00,"128 Greenpoint Ave, Brooklyn, NY 11222",15,https://s3-media1.fl.yelpcdn.com/bphoto/F2A0uM-iB5KrWLNhLRb1xw/o.jpg
355,Koat Floral,4.5,,2,40.7543553,-73.9904178,5,09:00,17:00,"247 West 38th St, New York, NY 10018",22,https://s3-media1.fl.yelpcdn.com/bphoto/Nl8gN9Apk7COGf1B1XRqNg/o.jpg
356,La Loteria,4.0,"delivery, pickup",2,40.7307865530978,-74.0041882564488,2,12:00,23:00,"29 7th Ave S, New York, NY 10014",10,https://s3-media1.fl.yelpcdn.com/bphoto/EyExqWPVoPrct0D_shxCHQ/o.jpg
357,Kimpton Hotel Eventi,4.0,,3,40.74703,-73.99003,3,00:00,24:00,"851 Avenue Of The Americas, New York, NY 10001",8,https://s3-media4.fl.yelpcdn.com/bphoto/8fTHlKVUzDA5x6fHYj5i3A/o.jpg
358,Lexington Inn and Suites,1.5,,3,40.7027390604049,-73.8151890411973,3,12:00,18:00,"138-05 Jamaica Ave, Jamaica, NY 11435",24,https://s3-media1.fl.yelpcdn.com/bphoto/AIyjJQlpW0qi0Y_jo1gWow/o.jpg
359,The Bao,4.0,"pickup, delivery",2,40.72939,-73.9889199,2,11:30,22:30,"13 St Marks Pl, New York, NY 10003",4,https://s3-media2.fl.yelpcdn.com/bphoto/b9SvT0WV7uFQpFG_85A9MQ/o.jpg
360,Residence Inn Yonkers Westchester County,3.5,,2,40.9731851643577,-73.8785317540169,3,00:00,24:00,"7 Executive Blvd, Yonkers, NY 10701",18,https://s3-media4.fl.yelpcdn.com/bphoto/BmhgtPAy6vrawQSNRgExGg/o.jpg
361,Adoro Lei,4.5,"delivery, pickup",2,40.725612,-74.007916,2,12:00,23:00,"287 Hudson St, New York, NY 10013",20,https://s3-media2.fl.yelpcdn.com/bphoto/oMozhVa-EPKI8J_1JfLL7w/o.jpg
362,NewYorkGrocery.com,4.0,,2,40.7322535,-73.9874105,5,00:00,24:00,"New York, NY 10003",6,/static/image/shopcover/default.jpg
363,Empty Vase Floral Company,4.5,,3,40.97369,-73.96194,5,08:30,18:00,"219 Closter Dock Rd, Closter, NJ 07624",11,https://s3-media3.fl.yelpcdn.com/bphoto/nPk_9b25LjVJ22CiqRzNPw/o.jpg
364,Del Posto,4.0,,4,40.7434155953035,-74.007533013261,2,12:00,23:00,"85 10th Ave, New York, NY 10011",11,https://s3-media3.fl.yelpcdn.com/bphoto/JWI8PVeAGzmaNuaqUVgD9Q/o.jpg
