userid,age,gender,shopid,avg_rating,avg_price,clicked
393,46,M,325,0,4,1
393,60,F,497,4,3,1
393,11,M,227,3,4,0
393,49,F,332,1,2,1
393,10,M,414,1,4,1
393,71,M,316,0,4,1
394,39,F,323,0,4,0
394,41,F,372,0,3,1
394,25,M,247,1,2,1
394,48,F,467,4,4,1
394,25,M,189,0,3,0
394,63,M,168,3,2,1
394,79,F,409,3,2,1
394,79,M,111,3,4,1
394,40,M,107,3,4,1
394,76,F,378,4,1,1
394,50,M,364,0,4,0
394,72,M,128,1,4,1
394,33,M,176,0,2,0
394,25,F,309,4,2,1
394,45,M,236,0,2,1
394,49,M,469,0,4,0
394,74,F,241,2,2,0
394,17,M,410,1,4,1
394,25,F,310,0,4,1
395,24,F,324,3,4,0
395,68,F,127,4,3,1
395,58,M,496,4,3,1
395,32,F,416,0,2,1
395,74,F,355,1,4,0
395,65,F,343,3,2,0
395,60,M,484,2,4,1
395,15,F,413,2,1,0
395,29,M,493,3,2,1
395,21,M,309,4,4,1
395,61,M,319,0,4,1
395,63,M,485,0,2,1
395,63,M,294,1,4,0
395,24,F,129,2,3,0
395,34,F,356,4,4,1
395,64,M,390,1,2,0
395,20,F,461,1,4,1
396,40,F,493,3,3,0
396,53,F,221,0,4,0
396,45,F,383,1,2,1
396,21,F,226,2,4,0
396,19,M,486,1,4,0
396,21,M,452,3,4,0
396,70,M,127,2,4,1
396,76,M,234,1,4,0
396,31,M,251,4,4,1
396,70,M,315,2,3,0
396,23,F,443,0,4,1
396,74,M,171,3,1,0
396,66,M,474,0,4,1
396,43,M,114,3,4,1
397,48,M,157,4,3,1
397,25,M,315,2,2,1
397,17,M,199,0,2,1
397,78,F,336,2,3,1
397,14,F,183,1,4,1
397,42,F,466,0,3,1
397,27,M,491,1,2,0
397,19,M,339,0,3,0
397,24,M,170,1,3,0
397,57,M,225,2,2,1
397,59,M,205,0,3,0
397,36,M,411,3,4,0
397,72,F,395,4,2,1
397,22,F,241,3,2,0
397,11,F,447,4,4,1
397,55,F,455,3,4,1
397,64,F,328,0,4,0
397,60,M,213,1,2,1
397,33,M,381,1,2,0
399,46,M,203,3,4,0
399,48,F,411,0,3,0
399,61,F,284,1,4,1
399,54,M,180,3,2,0
399,15,M,421,3,2,1
399,70,F,106,3,2,0
399,51,M,269,4,4,1
399,44,F,212,3,4,1
399,63,M,165,3,3,1
399,48,M,148,2,2,0
400,59,M,306,1,3,1
400,53,F,298,3,3,0
400,56,M,103,3,3,0
400,66,F,129,3,4,1
400,14,F,396,0,1,1
400,32,M,254,1,3,1
400,20,M,155,2,2,1
400,77,F,231,4,2,1
403,49,F,202,3,4,0
403,58,M,465,3,2,1
403,28,M,152,3,4,1
403,67,F,160,1,4,0
403,25,M,182,1,2,1
403,72,M,232,0,4,1
403,38,F,314,3,4,1
403,31,F,282,2,2,1
403,71,F,397,2,2,0
403,11,F,199,1,4,0
403,75,F,304,3,4,1
404,14,M,349,0,3,1
404,64,F,477,1,2,1
404,23,M,230,3,4,0
404,41,M,184,3,2,0
404,68,M,151,0,3,1
404,54,M,425,4,2,1
404,41,M,297,1,4,1
404,59,F,379,3,3,1
404,19,M,254,2,3,0
404,35,M,406,4,1,1
404,23,F,247,0,3,1
404,56,M,198,3,4,0
404,51,F,194,0,2,1
404,52,M,362,3,3,1
407,27,F,226,4,4,1
407,76,M,267,2,4,1
407,59,F,247,1,4,1
407,25,F,324,2,3,0
407,74,M,108,3,3,1
407,60,F,236,3,2,1
407,31,M,260,1,4,0
407,72,F,479,3,1,0
407,74,F,114,0,1,0
407,58,M,248,1,4,0
407,44,F,215,3,4,0
407,69,F,230,2,4,0
407,34,M,495,4,2,1
407,47,M,157,4,4,0
407,70,M,180,4,4,0
407,65,M,167,1,3,0
407,45,F,269,2,3,0
407,63,F,437,4,1,1
407,66,F,328,2,4,1
408,33,M,420,0,4,0
408,50,M,305,2,4,0
408,46,F,478,4,4,1
408,48,F,416,4,4,0
408,68,F,363,1,4,0
408,37,M,283,2,2,1
408,73,F,374,0,4,0
408,38,F,180,4,4,1
408,51,M,142,1,2,1
408,78,F,364,1,2,1
408,76,M,195,1,4,1
408,61,M,340,1,3,1
408,63,M,333,1,4,0
409,23,F,298,4,2,0
409,54,M,368,0,2,1
409,78,F,342,2,4,1
409,32,F,336,1,3,0
409,12,F,321,0,3,0
409,44,M,267,2,4,1
409,36,F,419,2,4,1
412,54,F,401,1,2,0
412,78,M,424,0,1,1
412,49,M,270,1,4,0
412,66,F,349,1,1,0
412,27,M,104,1,4,1
412,56,F,125,3,2,1
412,65,M,337,4,2,0
412,48,M,240,3,3,0
412,31,M,385,3,3,1
412,10,M,338,1,4,1
412,53,M,316,1,2,0
413,38,M,172,0,2,0
413,28,M,494,3,3,1
413,48,F,225,3,4,1
413,10,M,154,0,4,0
413,75,M,345,2,2,0
413,75,M,264,4,2,0
413,74,M,346,4,4,0
415,75,F,365,2,4,0
415,47,F,320,4,4,1
415,46,F,244,0,2,1
415,53,F,217,3,2,0
415,48,F,473,1,4,1
415,68,M,154,1,2,0
415,77,M,416,1,4,1
415,59,F,444,3,3,1
415,68,F,312,4,2,0
415,69,M,341,0,2,1
415,31,F,419,3,4,1
415,56,F,318,4,4,0
415,15,M,191,1,3,0
415,26,M,444,2,4,0
415,16,F,352,1,2,0
415,18,M,414,2,3,0
415,15,F,476,3,4,1
416,25,M,289,3,3,0
416,61,M,478,1,2,1
416,23,F,201,3,4,1
416,34,F,363,4,2,0
416,77,M,498,4,4,0
416,24,F,129,4,4,1
416,43,M,448,2,2,1
416,35,M,369,0,4,0
416,73,M,465,4,3,0
416,62,M,107,1,3,0
416,28,F,221,1,4,1
416,69,M,254,3,2,0
416,61,M,348,0,3,0
416,34,F,203,1,4,0
416,69,F,449,1,2,1
416,21,F,120,3,4,1
417,51,M,499,1,4,0
417,26,F,134,0,4,1
417,78,F,150,0,2,0
417,34,M,291,0,4,0
417,16,F,370,1,4,1
417,34,M,498,3,2,1
417,66,M,162,1,4,0
417,76,F,180,3,4,1
417,38,M,128,0,4,1
417,66,M,297,4,1,1
417,27,M,308,3,4,1
417,18,F,402,1,4,1
417,36,M,302,4,2,0
417,29,F,119,0,3,0
417,61,F,380,1,4,0
417,75,F,450,1,4,1
417,39,F,136,3,2,1
417,38,M,278,4,2,0
417,54,M,386,2,3,1
419,74,M,117,4,1,1
419,79,F,247,1,4,1
419,57,M,136,3,2,0
419,78,M,322,1,3,1
419,74,F,227,0,3,0
419,18,M,359,4,3,0
419,18,M,108,2,3,1
419,39,F,348,1,2,0
419,27,F,397,0,1,0
419,74,F,397,1,4,1
419,51,F,116,2,2,1
419,33,F,328,4,1,1
419,74,F,167,3,4,1
420,63,F,219,2,4,1
420,14,F,260,2,3,0
420,71,M,445,3,2,1
420,48,F,358,3,3,0
420,21,M,269,0,1,0
420,39,F,225,3,3,0
420,55,F,190,2,3,1
420,63,F,334,1,2,0
420,26,M,251,3,4,0
420,27,F,119,1,4,1
420,36,F,237,4,2,1
420,15,F,265,2,3,1
420,58,F,428,4,4,1
420,52,M,485,3,3,1
420,77,M,322,0,2,1
423,75,M,153,4,3,0
423,75,F,476,1,2,1
423,46,F,305,1,3,0
423,29,F,408,4,2,1
423,68,M,154,1,2,0
423,71,F,466,1,4,0
423,19,F,183,0,4,1
423,34,F,155,0,4,0
423,18,M,327,0,4,1
423,38,F,177,4,1,0
424,26,F,104,0,1,1
424,42,F,283,4,2,1
424,43,M,165,4,2,1
424,41,M,257,2,4,0
424,55,F,163,2,2,1
424,20,F,141,4,2,1
424,49,F,346,0,4,0
424,40,M,179,4,4,0
424,35,M,477,2,2,1
424,61,F,444,4,4,0
424,45,F,313,3,4,0
425,34,F,352,4,4,1
425,41,F,391,1,3,0
425,64,M,388,0,4,0
425,12,F,357,2,4,1
425,40,F,172,1,4,1
425,56,F,144,0,2,0
425,75,M,155,2,3,1
426,58,M,336,0,4,0
426,31,M,311,1,2,1
426,77,F,324,3,2,1
426,27,M,403,2,1,1
426,44,F,223,4,4,0
426,44,F,183,3,1,1
426,44,F,331,0,4,0
426,39,F,408,2,3,1
426,40,F,301,4,4,0
426,35,F,365,1,4,0
426,42,M,131,0,3,1
426,70,F,121,3,2,1
427,40,F,435,2,4,1
427,51,M,287,3,2,0
427,24,M,486,2,3,1
427,74,F,191,3,2,0
427,60,M,156,1,4,0
427,59,F,124,1,4,1
427,47,F,468,2,4,0
427,63,M,219,3,1,1
428,24,F,320,0,3,0
428,18,M,132,1,3,1
428,51,M,335,0,4,1
428,52,M,356,1,2,0
428,20,F,119,1,2,0
428,61,M,129,2,4,1
428,39,M,389,4,2,0
428,12,F,407,4,3,0
428,21,F,171,1,4,0
429,27,M,203,2,3,1
429,17,F,456,2,2,0
429,67,F,468,3,1,1
429,32,F,209,0,2,1
429,51,F,194,3,3,1
429,61,M,435,3,3,0
429,24,F,402,3,4,0
429,40,M,358,1,3,1
429,12,M,374,0,4,1
429,10,F,204,2,4,0
429,40,M,453,0,1,0
429,29,M,378,0,4,0
429,13,M,370,3,3,1
430,59,F,449,4,2,0
430,12,F,246,1,4,1
430,64,M,202,1,4,1
430,38,F,202,3,3,1
430,74,M,474,3,1,1
430,35,M,326,3,4,1
430,53,M,304,3,2,0
430,71,F,374,4,2,1
430,30,M,149,4,2,1
430,27,M,159,2,4,0
430,51,M,261,1,3,1
430,70,F,179,1,4,0
430,38,M,280,1,2,0
430,20,F,404,3,4,0
430,32,F,112,2,4,1
430,14,F,288,4,4,1
430,74,M,458,0,3,0
430,70,F,442,3,1,1
431,44,F,453,4,2,1
431,39,F,374,2,2,0
431,38,F,427,0,4,1
431,43,F,331,4,4,1
431,76,F,405,0,3,1
431,70,F,303,3,4,0
431,14,M,215,0,3,1
431,66,F,308,2,4,0
431,77,F,144,4,3,1
432,10,F,284,1,3,1
432,44,M,222,2,2,1
432,53,M,328,3,4,0
432,30,M,390,4,2,1
432,77,M,328,3,4,0
432,48,M,283,1,2,0
432,73,F,491,0,4,0
432,78,M,190,2,2,0
432,14,M,483,0,4,1
433,63,M,328,0,3,0
433,68,M,210,1,3,1
433,72,M,346,4,2,0
433,24,M,209,3,1,0
433,25,M,226,2,4,0
433,19,M,236,1,2,1
433,31,F,113,0,3,1
433,31,F,430,1,3,1
433,56,M,411,2,4,0
433,57,M,388,1,3,1
433,17,M,354,0,1,0
434,50,F,301,0,3,1
434,13,F,172,1,3,0
434,31,F,172,3,4,1
434,16,F,426,2,4,0
434,25,M,104,4,4,1
434,24,M,460,0,1,0
434,31,F,375,2,4,0
434,65,F,187,3,4,1
434,13,M,250,4,4,0
434,67,F,440,2,2,1
434,26,F,206,0,4,1
434,46,M,301,1,4,0
434,13,M,127,2,3,0
434,51,M,350,2,4,0
434,41,M,407,2,3,1
434,47,F,494,0,1,0
438,65,M,296,4,2,0
438,16,F,367,3,4,0
438,47,M,234,4,2,1
438,53,F,120,2,4,0
438,49,M,458,0,2,1
438,54,F,228,2,4,1
438,63,M,417,1,2,0
438,59,F,131,0,2,1
438,61,M,278,1,3,0
438,61,F,305,2,2,1
438,30,M,142,2,3,0
438,66,M,324,2,3,0
438,47,F,139,3,3,1
438,45,M,334,3,3,0
438,47,M,389,0,4,0
439,21,F,265,2,3,0
439,19,M,150,1,4,0
439,29,M,377,3,4,1
439,30,F,415,4,2,1
439,35,M,326,0,4,1
439,62,M,388,2,4,0
439,31,F,412,3,3,0
439,63,F,316,0,3,0
439,33,F,411,3,2,1
439,14,M,182,3,2,0
439,23,M,136,2,3,0
439,55,F,247,0,4,1
439,78,M,324,1,3,0
439,68,M,126,1,2,1
439,59,M,103,4,4,1
439,72,F,278,1,4,0
439,75,M,121,1,4,1
439,77,M,488,3,3,1
441,11,F,409,2,2,0
441,56,F,298,4,3,1
441,15,F,279,1,3,1
441,54,F,327,3,1,0
441,21,M,156,3,4,0
441,66,F,354,4,3,0
441,30,F,381,0,2,0
441,17,F,173,0,3,1
441,77,M,242,0,2,1
441,35,M,245,3,2,0
441,36,F,401,3,3,0
441,21,M,305,4,4,0
441,14,M,361,0,4,0
441,27,M,179,3,4,0
441,29,M,232,0,3,1
443,71,F,313,4,4,1
443,45,F,181,1,4,0
443,39,F,238,4,3,0
443,67,F,139,3,2,0
443,72,F,342,0,4,1
443,58,F,301,0,4,0
443,63,F,124,0,4,1
443,72,M,376,3,4,1
443,41,F,444,4,2,1
443,79,F,232,3,1,0
443,36,M,305,4,3,0
443,61,F,430,0,2,0
443,38,F,336,3,3,0
443,15,M,237,4,2,1
443,35,F,395,0,4,1
444,31,M,478,3,2,1
444,31,F,485,0,2,0
444,60,M,326,2,4,1
444,39,M,271,2,1,0
444,51,M,468,4,3,1
444,70,M,357,1,3,0
444,43,F,274,0,4,0
444,64,M,455,1,3,1
444,71,F,312,4,2,0
444,40,F,173,4,4,1
444,50,F,190,3,4,1
444,34,M,351,3,4,0
444,66,M,464,3,4,1
444,42,F,180,2,1,0
444,76,M,186,2,4,1
444,49,M,209,4,4,0
447,76,M,210,1,2,1
447,12,F,392,3,1,1
447,50,M,307,2,4,1
447,79,M,298,3,3,1
447,45,M,337,3,2,1
447,72,F,341,1,2,0
447,33,F,436,1,3,0
447,43,M,270,0,2,0
447,57,M,274,2,2,0
447,26,F,380,4,3,0
448,11,F,329,1,4,1
448,16,F,330,4,2,0
448,25,F,155,3,4,0
448,77,M,103,1,2,0
448,15,M,205,1,4,0
448,11,M,379,0,4,1
448,21,F,116,1,4,0
448,76,F,391,3,2,1
449,63,M,188,2,4,1
449,29,F,338,1,3,1
449,14,F,423,2,4,0
449,66,F,445,2,2,1
449,30,F,159,3,2,1
449,23,M,289,0,4,0
449,40,M,318,4,2,1
449,14,M,119,1,4,1
449,17,M,344,1,1,1
449,64,M,391,0,2,0
449,67,F,414,1,4,1
449,62,F,327,0,2,1
449,27,F,431,2,2,0
449,39,M,254,3,3,1
449,28,M,257,0,3,1
449,39,M,388,2,3,1
449,51,F,280,4,3,0
449,37,F,136,0,2,0
449,58,M,401,0,2,0
450,15,M,388,4,3,1
450,67,F,266,3,2,0
450,40,M,483,2,2,1
450,61,M,157,3,2,1
450,21,M,499,2,4,0
450,72,F,113,4,4,0
450,32,M,494,3,2,1
450,73,F,159,0,2,1
451,65,F,454,2,1,0
451,21,M,492,3,4,1
451,24,F,392,3,2,0
451,31,M,136,3,2,1
451,75,F,291,4,4,1
451,37,F,471,2,4,0
451,26,F,201,2,4,1
451,75,M,137,1,2,1
451,72,F,354,2,2,0
451,75,F,425,0,4,1
451,61,M,385,1,1,1
451,68,M,155,1,4,0
451,44,M,418,3,4,1
451,75,F,449,0,2,1
452,62,M,299,1,2,1
452,24,F,184,0,2,1
452,22,F,321,1,3,1
452,14,F,269,0,3,1
452,23,F,383,3,2,1
452,63,F,146,2,4,0
452,39,F,480,3,4,0
452,29,M,302,1,2,1
452,42,F,486,0,2,0
454,36,M,210,4,2,1
454,44,M,431,2,2,0
454,36,M,207,2,2,1
454,54,M,465,3,3,0
454,64,F,249,0,4,1
454,39,M,262,4,3,0
454,63,F,139,4,4,0
454,39,M,370,1,1,1
454,61,F,182,2,4,1
454,79,F,365,0,4,0
454,17,M,285,4,4,1
455,76,M,291,1,4,0
455,74,M,446,1,2,0
455,13,F,127,4,2,0
455,58,F,144,4,4,1
455,12,F,370,2,2,0
455,61,F,408,4,2,1
455,38,M,442,3,3,0
455,20,F,384,1,4,0
455,34,M,221,0,2,0
455,25,F,294,2,2,1
455,16,F,418,2,3,1
456,77,M,342,4,3,0
456,37,F,248,0,3,0
456,62,M,400,1,2,1
456,27,M,277,1,3,0
456,47,F,440,0,4,1
456,37,M,329,1,1,0
457,63,F,390,2,2,0
457,63,F,181,0,2,0
457,63,F,328,2,2,1
457,39,M,247,0,2,0
457,71,F,186,3,3,0
457,33,M,190,0,4,0
457,14,F,216,0,4,0
457,29,F,340,1,2,0
457,36,F,380,3,3,1
457,37,F,110,2,4,0
457,35,F,112,0,1,1
457,45,F,438,4,3,0
457,50,F,257,0,2,0
457,50,F,211,1,4,1
457,34,F,157,1,2,0
457,20,F,119,1,1,0
457,47,F,489,3,2,0
457,46,F,213,0,1,0
457,29,F,128,0,4,0
458,43,F,111,4,4,1
458,19,F,278,1,2,0
458,55,F,439,1,1,1
458,28,M,435,0,3,0
458,68,M,317,1,4,0
458,38,F,257,0,2,0
458,51,F,461,4,3,1
458,19,F,276,3,3,0
458,38,M,317,2,4,1
458,47,M,194,2,4,0
458,73,M,442,3,2,0
458,59,M,316,0,4,0
459,57,F,269,1,4,0
459,24,F,436,0,4,1
459,47,M,129,4,4,0
459,14,F,460,1,4,1
459,11,M,467,2,3,0
459,16,F,184,0,1,1
459,69,M,106,1,2,1
459,11,F,397,1,2,1
460,79,M,364,2,4,1
460,44,M,424,4,2,1
460,19,F,294,0,4,1
460,21,M,223,3,4,1
460,17,M,224,3,4,0
460,31,M,264,4,3,1
460,51,M,267,2,2,1
460,64,F,166,1,4,0
460,55,F,335,2,4,1
460,10,M,124,3,4,1
460,24,F,433,1,4,0
460,75,F,333,0,3,0
460,74,M,434,2,4,1
460,13,M,251,4,3,1
460,57,F,321,4,2,0
460,57,F,417,0,2,1
460,39,M,225,1,1,1
462,78,M,309,4,4,0
462,29,M,164,1,1,0
462,72,M,391,0,4,0
462,25,M,360,4,4,1
462,53,M,136,0,4,1
462,25,F,103,1,2,0
462,16,F,289,1,2,1
462,78,M,475,0,4,1
462,64,M,328,0,3,0
462,17,M,240,2,3,1
463,36,M,482,2,4,1
463,79,M,317,1,4,1
463,39,M,400,2,4,1
463,55,M,403,3,2,1
463,53,F,137,0,3,1
463,64,M,497,2,3,1
464,71,M,399,4,4,1
464,35,M,412,4,4,0
464,34,M,256,2,1,1
464,44,M,135,1,4,1
464,51,M,424,4,4,0
464,33,M,482,4,4,1
464,48,F,298,3,3,0
464,43,F,131,4,4,0
464,33,M,492,3,2,1
464,27,F,268,0,1,0
465,19,F,314,4,4,0
465,20,M,115,1,2,0
465,47,M,184,1,2,1
465,36,F,470,0,2,0
465,67,F,401,1,4,0
465,79,M,453,2,2,1
465,47,M,203,2,3,1
465,28,M,185,3,4,0
465,42,M,493,4,4,0
465,43,F,466,2,4,1
465,34,M,167,3,4,0
465,74,M,391,0,2,0
465,31,F,188,3,2,0
465,22,F,264,4,3,1
465,64,M,333,4,4,0
467,11,F,274,0,2,0
467,30,M,174,2,4,1
467,59,F,439,2,4,0
467,44,M,317,0,3,0
467,51,F,210,1,2,0
467,10,F,483,3,2,0
467,29,M,381,4,1,0
467,26,F,118,1,3,0
467,65,M,132,2,3,0
467,73,F,196,4,2,0
467,66,F,108,2,3,0
467,41,F,414,1,4,1
467,30,F,349,2,2,1
467,53,M,116,1,2,1
467,37,F,430,0,1,0
467,55,M,217,1,2,1
468,31,F,498,4,3,1
468,16,F,459,2,4,0
468,61,M,121,4,3,1
468,63,M,402,1,4,0
468,70,F,358,2,1,1
468,76,F,368,3,4,0
468,31,M,149,2,4,1
469,43,F,453,1,4,1
469,63,F,489,3,3,0
469,42,F,265,0,2,0
469,31,F,188,0,4,0
469,32,F,430,4,2,0
469,13,F,449,3,4,0
469,74,M,333,1,2,0
469,51,F,185,3,3,0
469,65,M,377,2,4,0
469,44,F,374,3,3,0
469,66,F,392,2,2,0
469,76,F,246,0,4,1
470,14,M,196,3,4,1
470,47,F,365,0,2,0
470,22,M,425,0,4,1
470,12,M,277,2,1,1
470,19,F,443,3,4,1
470,79,M,229,0,4,0
470,35,F,282,2,2,0
470,14,F,359,1,3,1
470,14,M,446,4,2,0
470,49,M,498,0,2,1
470,35,F,287,0,4,1
470,19,F,465,1,4,0
470,25,F,484,0,4,1
470,37,F,274,4,3,1
470,79,F,467,3,4,0
471,21,F,117,2,2,1
471,59,M,299,2,4,1
471,46,F,361,0,2,0
471,20,M,250,0,4,1
471,51,M,262,0,4,1
471,59,F,259,1,4,1
471,28,M,271,1,3,1
471,34,F,125,4,3,1
471,26,F,285,1,4,0
471,52,F,224,2,1,0
471,14,F,484,0,4,1
471,59,F,293,1,2,0
471,29,F,290,4,4,1
471,15,F,121,2,2,0
471,57,F,276,4,4,1
471,45,F,196,4,2,1
471,71,M,468,4,3,1
472,60,F,236,1,3,0
472,72,F,346,4,1,0
472,57,F,338,2,3,1
472,59,M,483,3,3,0
472,40,M,417,3,4,1
472,54,M,382,4,2,0
472,67,M,229,1,4,1
472,22,F,151,0,3,0
472,77,F,488,3,2,0
472,21,M,263,0,4,0
472,41,F,389,1,1,1
472,72,F,119,0,3,1
472,32,F,478,3,3,1
472,47,F,399,4,4,0
472,39,F,329,4,4,0
473,54,F,124,2,3,0
473,25,M,143,4,4,0
473,79,F,272,2,4,0
473,57,F,128,0,1,1
473,19,F,287,2,1,1
473,12,M,105,2,4,0
473,59,F,283,1,4,0
474,57,M,265,2,4,0
474,31,F,384,1,2,1
474,70,M,259,4,2,0
474,65,M,405,4,4,0
474,26,F,383,2,4,0
474,54,F,367,0,2,0
474,34,F,230,1,3,1
474,69,M,332,4,2,0
474,21,F,374,2,4,0
474,68,M,341,2,1,1
474,30,M,483,0,1,0
474,38,F,186,3,4,0
474,29,F,180,3,4,0
474,40,M,299,3,1,1
474,76,F,414,0,4,0
474,37,F,292,0,4,1
474,28,M,286,3,4,1
475,36,M,388,0,4,0
475,43,M,242,1,4,0
475,46,M,396,3,2,0
475,38,M,271,1,2,1
475,24,M,215,1,2,1
475,60,M,188,1,4,0
475,73,M,448,3,4,0
475,23,M,219,4,3,1
475,79,F,245,0,4,1
475,17,F,158,0,4,1
475,16,F,437,4,3,1
475,43,M,269,1,4,0
475,75,F,134,0,4,0
475,37,M,406,4,4,1
475,50,F,229,3,2,0
476,31,F,173,0,3,1
476,61,M,190,0,2,1
476,76,F,196,1,4,0
476,76,F,383,0,4,1
476,77,F,425,1,4,1
476,65,F,155,0,2,1
476,38,F,124,2,2,1
476,32,M,240,2,1,1
477,37,F,150,0,2,1
477,32,F,332,1,1,1
477,42,F,351,0,4,1
477,49,M,163,2,4,0
477,76,F,258,1,1,0
477,43,M,422,1,2,1
479,48,F,282,3,2,1
479,47,M,235,2,2,0
479,59,M,300,4,2,1
479,23,M,340,1,4,0
479,53,M,441,3,2,0
479,35,F,340,4,4,1
479,62,F,121,2,3,0
479,58,F,142,0,4,0
479,55,F,298,2,2,1
479,52,M,315,0,3,0
479,42,M,293,4,2,0
479,15,F,243,1,4,1
480,62,F,231,0,4,0
480,59,M,132,3,2,1
480,16,M,410,3,4,0
480,39,M,120,2,4,0
480,60,F,268,2,4,1
480,37,F,184,4,4,1
480,10,M,295,0,4,0
480,58,F,193,0,3,1
480,35,M,440,2,2,0
481,56,M,136,4,4,1
481,44,M,186,2,2,1
481,24,M,168,1,2,1
481,19,M,456,4,1,1
481,72,M,219,0,2,0
481,76,F,485,4,3,0
482,39,F,474,4,3,0
482,67,F,254,4,4,0
482,59,M,209,4,4,0
482,34,M,178,3,2,0
482,39,M,247,3,2,0
482,72,M,170,0,4,0
482,66,F,476,2,3,0
482,41,M,359,0,1,0
482,78,M,409,1,2,0
482,45,F,470,2,2,0
482,25,F,328,2,2,1
482,41,F,475,0,4,1
482,29,M,304,0,1,1
484,74,F,175,0,3,1
484,28,M,490,2,3,0
484,66,F,160,2,4,1
484,10,F,299,0,4,1
484,14,M,477,0,4,0
484,61,F,275,2,1,0
484,23,M,318,0,3,1
484,48,F,401,1,2,1
484,57,F,446,4,2,1
484,27,F,132,4,2,0
484,25,F,430,3,2,0
485,49,M,248,1,3,1
485,56,F,380,3,3,0
485,51,M,472,2,3,0
485,21,M,169,1,3,0
485,71,M,387,2,3,0
485,25,M,134,0,3,1
485,35,F,419,4,2,1
485,79,F,467,0,2,0
485,63,F,262,4,4,1
486,15,F,415,4,4,0
486,24,M,261,1,2,0
486,13,F,191,3,4,1
486,30,M,273,2,3,1
486,22,F,478,3,1,0
486,79,F,302,3,4,0
486,77,M,495,0,4,0
486,63,F,424,1,3,1
486,62,F,325,1,4,1
488,26,M,314,2,4,0
488,49,F,319,3,4,0
488,63,F,255,2,2,1
488,62,F,248,1,2,1
488,38,M,414,2,2,1
488,56,F,496,1,2,0
488,42,M,251,0,4,1
488,25,M,129,2,2,1
488,21,F,185,3,4,0
488,20,F,137,3,4,0
488,50,M,217,2,2,1
488,45,F,394,0,2,0
489,29,M,316,4,2,1
489,56,M,324,2,2,1
489,11,M,375,0,3,1
489,13,M,218,2,2,0
489,47,M,244,1,2,1
489,18,M,272,0,2,1
489,66,F,231,4,3,0
489,33,M,161,3,4,0
489,71,F,232,4,3,0
489,45,F,252,2,4,0
489,12,M,364,2,4,1
489,75,F,157,3,2,1
489,66,F,189,3,3,1
489,21,M,456,0,2,1
489,26,M,230,2,4,0
491,26,M,204,4,1,1
491,45,F,186,3,4,0
491,75,M,284,1,2,1
491,19,F,362,3,2,0
491,68,F,157,3,4,0
491,74,F,166,2,2,0
491,40,M,482,3,4,0
491,26,F,319,4,4,0
491,52,M,463,4,2,1
491,66,F,441,2,4,0
491,48,M,148,4,4,1
491,74,F,275,4,4,1
491,66,M,171,3,4,0
491,57,F,151,1,4,0
491,34,M,458,0,2,0
491,25,F,335,0,4,1
491,11,F,214,0,2,0
491,33,F,498,4,2,0
492,61,F,263,4,2,1
492,59,F,440,2,2,0
492,34,F,428,0,3,0
492,25,F,482,0,4,0
492,73,F,274,3,2,1
492,41,M,210,1,3,0
492,51,F,126,3,3,1
492,25,F,482,0,2,0
492,59,M,472,3,3,0
492,26,F,309,4,2,0
492,22,F,184,2,1,1
492,17,M,481,3,4,1
492,70,M,122,1,3,1
492,25,F,250,2,2,1
492,60,M,113,0,4,0
493,24,F,324,0,4,1
493,58,M,462,1,4,0
493,73,M,166,1,4,0
493,21,F,139,2,2,1
493,74,F,350,2,4,1
493,65,M,399,0,3,1
493,49,F,184,4,4,1
493,22,M,375,1,3,0
493,32,F,162,2,2,0
493,47,F,496,3,4,1
493,10,M,171,3,4,1
493,62,M,427,1,2,1
493,40,M,360,0,2,0
493,41,F,221,0,2,1
493,17,M,243,1,4,0
494,31,F,314,1,1,0
494,63,M,445,4,4,1
494,69,F,155,1,2,1
494,34,F,190,2,4,1
494,65,F,233,4,3,1
494,20,F,129,4,4,0
494,24,M,277,4,3,1
494,28,M,158,2,4,0
494,28,F,183,0,4,1
494,60,F,445,1,2,1
494,78,M,167,3,2,0
494,40,M,106,4,2,1
495,15,F,152,1,2,0
495,55,M,180,2,4,0
495,53,M,400,0,2,1
495,55,M,153,0,4,0
495,44,M,268,4,2,0
495,14,F,434,0,4,0
495,50,F,136,1,4,1
497,36,F,444,1,2,0
497,44,F,210,1,3,0
497,62,F,319,3,2,0
497,75,M,164,4,2,1
497,12,F,182,4,2,1
497,78,M,453,1,4,0
497,31,F,172,2,2,1
497,67,M,208,1,2,1
497,39,M,496,0,4,0
497,63,M,341,3,2,0
497,33,M,182,4,1,0
498,79,F,162,4,2,1
498,61,F,444,3,4,1
498,27,M,149,4,4,0
498,25,F,123,1,1,1
498,11,M,106,3,4,0
498,76,F,462,4,4,1
498,73,F,498,2,4,0
498,49,M,205,2,3,0
498,73,M,121,1,2,1
498,18,F,148,4,4,0
498,75,F,184,3,3,0
498,55,F,127,0,4,0
498,23,F,376,1,2,1
499,42,F,358,0,3,1
499,67,F,297,1,1,0
499,31,M,345,3,3,0
499,30,M,354,4,2,0
499,73,M,197,2,2,1
499,61,M,115,3,2,0
499,78,F,465,0,4,0
499,45,F,397,2,4,0
499,65,F,169,1,4,0
499,48,F,386,2,4,1
499,24,F,414,2,3,1
499,24,F,432,2,3,1
499,30,F,177,4,2,1
499,18,F,110,1,3,0
500,43,M,116,1,4,0
500,63,F,200,3,2,1
